LID,Language,Longitude,Latitude,ISO639.3,Continent,Area,Macrocontinent
2231,Runyoro-Rutooro,31.33,1.5,nyo,Africa,S Africa,Africa
1599,Haya,31.5,-2,hay,Africa,S Africa,Africa
1988,Ma'di,31.5,3.25,mhi,Africa,S Africa,Africa
2492,Sukuma,32,-2.83,suk,Africa,S Africa,Africa
2619,Tsonga,32,-24,tso,Africa,S Africa,Africa
1716,Nubi,32.08,0.67,kcn,Africa,S Africa,Africa
165,Luganda,32.17,0.5,lug,Africa,S Africa,Africa
2377,Ronga,32.5,-26,rng,Africa,S Africa,Africa
2659,Sign Language Ugandan,32.5,1,ugn,Africa,S Africa,Africa
603,Acholi,32.67,3,ach,Africa,S Africa,Africa
159,Lango,33,2.17,laj,Africa,S Africa,Africa
606,Nharo,33,-24,nhr,Africa,S Africa,Africa
2234,Nyamwezi,33,-5,nym,Africa,S Africa,Africa
2171,Nyiha,33,-10,nih,Africa,S Africa,Africa
2914,Kara (Tanzania),33.1,-2.03,reg,Africa,S Africa,Africa
2230,Nyangi,33.58,3.42,nyp,Africa,S Africa,Africa
2548,Teso,33.83,1.83,teo,Africa,S Africa,Africa
2227,Chichewa,34,-14,nyj,Africa,S Africa,Africa
1759,Kinga,34,-9,zga,Africa,S Africa,Africa
111,Ik,34.17,3.75,ikx,Africa,S Africa,Africa
1723,Karimojong,34.17,3,kdj,Africa,S Africa,Africa
1922,Luyia,34.5,0.42,luy,Africa,S Africa,Africa
1809,Sebei,34.58,1.33,kpz,Africa,S Africa,Africa
1082,Bukusu,34.67,0.75,bxk,Africa,S Africa,Africa
2370,Rimi,34.67,-5,rim,Africa,S Africa,Africa
1919,Luo,34.75,-0.5,luo,Africa,S Africa,Africa
2276,Pangwa,34.75,-10,pbr,Africa,S Africa,Africa
2552,So,34.75,2.58,teu,Africa,S Africa,Africa
1575,Gusii,34.83,-0.75,guz,Africa,S Africa,Africa
1776,Nande,35,0.25,nnb,Africa,S Africa,Africa
299,Nandi,35,1,niq,Africa,S Africa,Africa
347,Sandawe,35,-5,sad,Africa,S Africa,Africa
2650,Sign Language Tanzania,35,-6,tza,Africa,S Africa,Africa
94,Hadza,35.17,-3.75,hts,Africa,S Africa,Africa
2411,Sena,35.25,-18,seh,Africa,S Africa,Africa
2532,Datooga,35.33,-4.33,tcc,Africa,S Africa,Africa
534,Iraqw,35.5,-4,irk,Africa,S Africa,Africa
2304,Pokot,35.5,1.5,pko,Africa,S Africa,Africa
2641,Turkana,35.5,3,tuv,Africa,S Africa,Africa
2764,Yao (in Malawi),35.5,-14.5,yao,Africa,S Africa,Africa
3004,Markweeta,35.51,0.95,enb,Africa,S Africa,Africa
2708,Alagwa,35.75,-5.5,wbj,Africa,S Africa,Africa
991,Burunge,36,-5.33,bds,Africa,S Africa,Africa
1601,Hehe,36,-8,heh,Africa,S Africa,Africa
1864,Langi,36,-4.5,lag,Africa,S Africa,Africa
167,Maa,36,-3,mas,Africa,S Africa,Africa
2163,Ngoni,36,-11,ngo,Africa,S Africa,Africa
1560,Gorowa,36.5,-4.5,gow,Africa,S Africa,Africa
929,Pare,36.5,-4,asa,Africa,S Africa,Africa
2327,Pogoro,36.5,-8.75,poy,Africa,S Africa,Africa
740,Kikuyu,36.75,-0.75,kik,Africa,S Africa,Africa
1696,Chaga,37,-3,chag,Africa,S Africa,Africa
1768,Kaguru,37,-6.33,kki,Africa,S Africa,Africa
2902,Tharaka,37.2,-0.32,thk,Africa,S Africa,Africa
2366,Rendille,37.5,2,rel,Africa,S Africa,Africa
1756,Kamba,38,-1.5,kam,Africa,S Africa,Africa
1719,Kami,38,-6.75,kcu,Africa,S Africa,Africa
2749,Sign Language Kenyan,38,0,xki,Africa,S Africa,Africa
1986,Mbugu,38.17,-4.33,mhd,Africa,S Africa,Africa
1226,Dabida,38.67,-4,dav,Africa,S Africa,Africa
2695,Makua,38.67,-15,vmw,Africa,S Africa,Africa
1985,Matuumbi,39,-8.5,mgw,Africa,S Africa,Africa
2105,Mwera,39,-9,mwe,Africa,S Africa,Africa
361,Swahili,39,-6.5,swa,Africa,S Africa,Africa
1817,Shambala,39.17,-4.75,ksb,Africa,S Africa,Africa
1465,Ekoti,39.5,-16.5,eko,Africa,S Africa,Africa
2483,Oromo (Waata),39.83,-3.33,ssn,Africa,S Africa,Africa
1721,Makonde,40,-11,kde,Africa,S Africa,Africa
686,Dahalo,40.5,-2.33,dal,Africa,S Africa,Africa
2501,Comorian,44,-12,swb,Africa,S Africa,Africa
1285,Yup'ik (Chevak),-165.75,61.5,esu,W N America,Alaska-Oregon,Americas
1478,Iñupiaq,-161,67,esk,W N America,Alaska-Oregon,Americas
1286,Yup'ik (Norton Sound),-161,64,esu,W N America,Alaska-Oregon,Americas
1647,Degexit'an,-160,62,ing,W N America,Alaska-Oregon,Americas
1838,Kuskokwim (Upper),-157,63,kuu,W N America,Alaska-Oregon,Americas
455,Yup’ik (Central),-157,57,esu,W N America,Alaska-Oregon,Americas
1798,Koyukon,-155,65,koy,W N America,Alaska-Oregon,Americas
2555,Tanaina,-150,62,tfn,W N America,Alaska-Oregon,Americas
2510,Tanana (Lower),-150,65,taa,W N America,Alaska-Oregon,Americas
1834,Kutchin,-146,67,gwi,W N America,Alaska-Oregon,Americas
859,Ahtna,-145,62,aht,W N America,Alaska-Oregon,Americas
76,Eyak,-145,60.5,eya,W N America,Alaska-Oregon,Americas
2860,Yup’ik (Pacific Gulf),-145,61,ems,W N America,Alaska-Oregon,Americas
2531,Tanacross,-143.5,63.5,tcb,W N America,Alaska-Oregon,Americas
2640,Tutchone (Northern),-137,63,ttm,W N America,Alaska-Oregon,Americas
379,Tlingit,-135,59,tli,W N America,Alaska-Oregon,Americas
1280,Kangiryuarmiut,-133.75,68.33,ikt,W N America,Alaska-Oregon,Americas
1592,Haida (Northern),-132.5,54,hdn,W N America,Alaska-Oregon,Americas
95,Haida,-132,53,hax,W N America,Alaska-Oregon,Americas
654,Nisgha,-130,55,ncg,W N America,Alaska-Oregon,Americas
522,Tsimshian (Coast),-129,52.5,tsi,W N America,Alaska-Oregon,Americas
1596,Haisla,-128.75,54,has,W N America,Alaska-Oregon,Americas
88,Gitksan,-127.75,55.33,git,W N America,Alaska-Oregon,Americas
1602,Heiltsuk,-127.5,52,hei,W N America,Alaska-Oregon,Americas
1373,Kyuquot,-127.17,50.17,nuk,W N America,Alaska-Oregon,Americas
152,Kwakwala,-127,51,kwk,W N America,Alaska-Oregon,Americas
995,Bella Coola,-126.67,52.5,blc,W N America,Alaska-Oregon,Americas
317,Nuuchahnulth,-126.67,49.67,nuk,W N America,Alaska-Oregon,Americas
2993,Witsuwit'en,-126,55,bcr,W N America,Alaska-Oregon,Americas
1171,Comox,-125,50.17,coo,W N America,Alaska-Oregon,Americas
1374,Nitinaht,-124.75,48.67,dtd,W N America,Alaska-Oregon,Americas
555,Makah,-124.67,48.33,myh,W N America,Alaska-Oregon,Americas
338,Quileute,-124.25,47.92,qui,W N America,Alaska-Oregon,Americas
442,Siuslaw (Lower Umpqua),-124,44,sis,W N America,Alaska-Oregon,Americas
19,Alsea,-123.92,44.67,aes,W N America,Alaska-Oregon,Americas
1162,Clallam,-123.75,48.08,clm,W N America,Alaska-Oregon,Americas
1412,Sooke,-123.75,48.33,str,W N America,Alaska-Oregon,Americas
2571,Tillamook,-123.75,45.33,til,W N America,Alaska-Oregon,Americas
1114,Carrier,-123.5,53.75,crx,W N America,Alaska-Oregon,Americas
1137,Chinook (Lower),-123.5,46.25,chh,W N America,Alaska-Oregon,Americas
1409,Saanich,-123.42,48.58,str,W N America,Alaska-Oregon,Americas
1411,Songish,-123.33,48.45,str,W N America,Alaska-Oregon,Americas
2491,Salish (Straits),-123.25,48.75,str,W N America,Alaska-Oregon,Americas
357,Squamish,-123.17,49.67,squ,W N America,Alaska-Oregon,Americas
1148,Chehalis (Upper),-123,46.58,cjh,W N America,Alaska-Oregon,Americas
1698,Kalapuya,-123,44.5,kyl,W N America,Alaska-Oregon,Americas
758,Chemakum,-122.92,48.08,xch,W N America,Alaska-Oregon,Americas
2644,Twana,-122.75,47.67,twa,W N America,Alaska-Oregon,Americas
1408,Lummi,-122.67,48.7,str,W N America,Alaska-Oregon,Americas
1410,Salish (Samish Straits),-122.58,48.58,str,W N America,Alaska-Oregon,Americas
1623,Halkomelem,-122.5,49.5,hur,W N America,Alaska-Oregon,Americas
1937,Molala,-122.5,44.5,mbe,W N America,Alaska-Oregon,Americas
2443,Salish (Southern Puget Sound),-122.5,47.25,slh,W N America,Alaska-Oregon,Americas
411,Wishram,-122.5,45.5,wac,W N America,Alaska-Oregon,Americas
3350,Musqueam,-122.44,49.25,hur,W N America,Alaska-Oregon,Americas
1887,Lillooet,-122,50.75,lil,W N America,Alaska-Oregon,Americas
1920,Lushootseed,-122,48,lut,W N America,Alaska-Oregon,Americas
2564,Thompson,-121.75,49.75,thp,W N America,Alaska-Oregon,Americas
353,Shuswap,-120,52,shs,W N America,Alaska-Oregon,Americas
764,Esmeralda,-79.83,0.33,esme,S America,Andean,Americas
790,Mochica,-79.33,-7.5,omc,S America,Andean,Americas
471,Tsafiki,-79.33,-1,cof,S America,Andean,Americas
1123,Cayapa,-79,0.67,cbi,S America,Andean,Americas
2358,Quechua (Ecuadorean),-79,-1,que,S America,Andean,Americas
2357,Quechua (Cajamarca),-78.5,-7,qvc,S America,Andean,Americas
469,Awa Pit,-78.25,1.5,kwi,S America,Andean,Americas
533,Quechua (Imbabura),-78,0.33,que,S America,Andean,Americas
1140,Cholon,-77.5,-8,cht,S America,Andean,Americas
2349,Quechua (Ancash),-77.5,-8.5,que,S America,Andean,Americas
1833,Kuna,-77.33,8,kvn,S America,Andean,Americas
1472,Embera,-77.17,6.83,emp,S America,Andean,Americas
41,Camsá,-77,1.17,kbh,S America,Andean,Americas
526,Epena Pedee,-77,3,sja,S America,Andean,Americas
1646,Inga,-77,1,inb,S America,Andean,Americas
2192,Waunana,-77,4,noa,S America,Andean,Americas
817,Yurimangí,-77,3.83,qic,S America,Andean,Americas
1570,Guambiano,-76.67,2.5,gum,S America,Andean,Americas
1197,Catio,-76.33,7.17,cto,S America,Andean,Americas
1164,Embera (Chami),-76,5,cmi,S America,Andean,Americas
119,Jaqaru,-76,-13,jqr,S America,Andean,Americas
104,Quechua (Huallaga),-76,-10,qub,S America,Andean,Americas
2352,Quechua (Tarma),-75.75,-11.42,que,S America,Andean,Americas
885,Amuesha,-75.42,-10.5,ame,S America,Andean,Americas
29,Axininca Campa,-75,-12,cni,S America,Andean,Americas
3240,Ashéninka Perené,-74.92,10.98,prq,S America,Andean,Americas
2195,Nomatsiguenga,-74.5,-11.67,not,S America,Andean,Americas
2359,Quechua (Ayacucho),-74,-14,quy,S America,Andean,Americas
176,Mapudungun,-72,-38,arn,S America,Andean,Americas
624,Quechua (Cuzco),-71,-14.5,quz,S America,Andean,Americas
1839,Atacameño,-69,-23,kuz,S America,Andean,Americas
2672,Uru,-69,-16.75,ure,S America,Andean,Americas
796,Puquina,-68.5,-16.5,puq,S America,Andean,Americas
514,Aymara,-68.15,-16.5,ayr,S America,Andean,Americas
105,Huarpe,-68,-31,qbt,S America,Andean,Americas
3201,Leko,-67.9,-15,lec,S America,Andean,Americas
3143,Chipaya,-67.83,-18.75,cap,S America,Andean,Americas
797,Quechua (Bolivian),-66,-20,quh,S America,Andean,Americas
1385,Quechua (Cochabamba),-66,-17.5,quh,S America,Andean,Americas
1569,Eastern Bolivian Guaraní,-64.33,-23.67,gui,S America,Andean,Americas
2490,Stoney,-116.5,53.75,sto,E N America,Basin and Plains,Americas
2477,Sarcee,-116,52.5,srs,E N America,Basin and Plains,Americas
1036,Blackfoot,-112.67,50,bla,E N America,Basin and Plains,Americas
1184,Crow,-108,47,cro,E N America,Basin and Plains,Americas
2897,Assiniboine,-106.3,52.07,asb,E N America,Basin and Plains,Americas
1142,Cheyenne,-104,43.5,chy,E N America,Basin and Plains,Americas
923,Arapaho,-103,40,arp,E N America,Basin and Plains,Americas
1606,Hidatsa,-102.5,47,hid,E N America,Basin and Plains,Americas
1993,Mandan,-102.5,46.5,mhq,E N America,Basin and Plains,Americas
156,Lakhota,-101.83,43.83,lkt,E N America,Basin and Plains,Americas
523,Comanche,-101.5,33.5,com,E N America,Basin and Plains,Americas
921,Arikara,-100.5,45.5,ari,E N America,Basin and Plains,Americas
2337,Sign Language Plains-Indians,-100,40,psd,E N America,Basin and Plains,Americas
132,Kiowa,-99,37,kio,E N America,Basin and Plains,Americas
331,Pawnee,-98.67,41,paw,E N America,Basin and Plains,Americas
577,Wichita,-97.33,33.33,wic,E N America,Basin and Plains,Americas
2248,Omaha,-97.25,42,oma,E N America,Basin and Plains,Americas
774,Karankawa,-97,28,zkk,E N America,Basin and Plains,Americas
382,Tonkawa,-96.75,30.25,tqw,E N America,Basin and Plains,Americas
479,Hocak,-96.5,42.2,win,E N America,Basin and Plains,Americas
1755,Kitsai,-96.5,31.83,kii,E N America,Basin and Plains,Americas
1649,Oto,-96,40.5,iow,E N America,Basin and Plains,Americas
2259,Osage,-94,37,osa,E N America,Basin and Plains,Americas
1108,Caddo,-93.5,33.33,cad,E N America,Basin and Plains,Americas
1316,Dakota,-93.5,45,dak,E N America,Basin and Plains,Americas
685,Klamath,-121.5,42.5,kla,W N America,Basin and Plains,Americas
828,Achumawi,-121,41.5,acv,W N America,Basin and Plains,Americas
1170,Columbia-Wenatchi,-120,47.5,col,W N America,Basin and Plains,Americas
2697,Sahaptin (Northern),-120,46.5,waa,W N America,Basin and Plains,Americas
3013,Yakima,-120,46.3,yak,W N America,Basin and Plains,Americas
2246,Okanagan,-118.5,49.5,oka,W N America,Basin and Plains,Americas
2666,Sahaptin (Umatilla),-118.5,45.67,uma,W N America,Basin and Plains,Americas
718,Paiute (Northern),-118,42,pao,W N America,Basin and Plains,Americas
441,Paiute (Southern),-118,37,ute,W N America,Basin and Plains,Americas
342,Sahaptin,-118,46,tqn,W N America,Basin and Plains,Americas
2466,Spokane,-117.75,47.67,spo,W N America,Basin and Plains,Americas
1490,Kalispel,-117,48,fla,W N America,Basin and Plains,Americas
385,Tümpisa Shoshone,-117,37,shh,W N America,Basin and Plains,Americas
1178,Coeur d'Alene,-116.5,47.25,crd,W N America,Basin and Plains,Americas
150,Kutenai,-116,49.5,kut,W N America,Basin and Plains,Americas
208,Nez Perce,-115.3,45,nez,W N America,Basin and Plains,Americas
1441,Chemehuevi,-115.17,34.33,ute,W N America,Basin and Plains,Americas
